GeneID,Chr,up,down,ori
CSS0011595,10,40157738,40158849,-
CSS0042573,10,40174235,40175246,+
CSS0002971,10,40192532,40193139,-
CSS0049281,10,40196076,40196744,-
CSS0033789,10,40216231,40218010,-
CSS0036283,10,40277527,40285430,+
CSS0035107,10,40290649,40292962,-
CSS0001933,10,40503591,40505575,-
CSS0000238,10,40568542,40568877,+
CSS0044061,10,40585979,40587836,+
CSS0012147,10,40724402,40725269,+
CSS0019340,10,40749964,40752499,-
CSS0021390,10,40766477,40766845,-
CSS0025421,10,40903213,40906182,+
CSS0049987,10,40919852,40921412,+
CSS0037661,10,40928842,40930726,-
CSS0004357,10,40999967,41003499,+
CSS0007196,10,41019779,41021123,-
CSS0044018,10,41119355,41147770,-
CSS0034160,10,41413518,41416512,+
CSS0023007,10,41417674,41431915,+
CSS0028204,10,41443104,41444984,-
CSS0038582,10,41582602,41588273,-
CSS0042166,10,41614643,41618094,-
CSS0049650,10,41650115,41687575,-
CSS0017383,10,41791206,41792491,-
CSS0011183,10,41909226,41919406,+
CSS0029888,10,41921218,41921815,-
CSS0047992,10,42004958,42005255,+
CSS0033004,10,42006767,42031009,-
CSS0036762,10,42067071,42068723,-
CSS0004917,10,42408643,42411141,-
CSS0040485,10,42412426,42413218,-
CSS0038714,10,42443483,42446775,+
CSS0018297,10,42558622,42560206,-
CSS0027890,10,42646780,42654143,+
CSS0040192,10,42692522,42692704,+
CSS0030433,10,42742804,42744127,+
CSS0012588,10,42799064,42799339,-
CSS0013361,10,42825235,42825917,+
CSS0037056,10,42935660,42942322,+
CSS0006338,10,42944666,42945744,-
CSS0003001,10,42946528,42949215,-
CSS0040780,10,42950444,42961033,-
CSS0008364,10,42969719,42971986,-
CSS0033851,10,42972372,42974534,-
CSS0024655,10,42975548,42975994,-
CSS0007709,10,42997250,42997696,+
CSS0017128,10,42998705,43000341,+
CSS0047901,10,43001226,43002098,+
CSS0001539,10,43002684,43005839,+
CSS0027915,10,43006779,43007283,-
CSS0035141,10,43007800,43008496,-
CSS0041760,10,43029709,43032555,-
CSS0034717,10,43032692,43036990,-
CSS0010054,10,43040209,43041375,-
CSS0038893,10,43235858,43237320,+
CSS0011143,10,43240023,43240675,-
CSS0018752,10,43267993,43270319,+
CSS0032652,10,43300357,43300871,-
CSS0019009,10,43437203,43438581,+
CSS0041990,10,43476666,43492165,-
CSS0047931,10,43581929,43583348,+
CSS0039889,10,43758473,43775282,-
CSS0008702,10,43827011,43827599,+
CSS0017306,10,43830820,43833170,-
CSS0002583,10,43875839,43876447,-
CSS0014980,10,43881759,43886138,-
CSS0031505,10,43947934,43955648,+
CSS0008309,10,43988951,44034869,+
CSS0043066,10,44106302,44112765,+
CSS0004358,10,44113180,44114283,+
CSS0044058,10,44120409,44124564,+
CSS0013421,10,44132289,44135083,-
CSS0009573,10,44153880,44156534,+
CSS0031899,10,44161549,44168623,+
CSS0047956,10,44198524,44223134,+
CSS0038999,10,44296152,44313328,+
CSS0032542,10,44321672,44324466,-
CSS0005399,10,44333182,44344700,-
CSS0020303,10,44351251,44351936,-
CSS0002829,10,44456155,44479313,+
CSS0035518,10,44483231,44487152,-
CSS0026137,10,44594339,44594881,+
CSS0019628,10,44596058,44596490,+
CSS0039538,10,44602431,44603019,+
CSS0038393,10,44714597,44718665,+
CSS0009666,10,44784361,44785205,-
CSS0032942,10,44786461,44787003,-
CSS0034711,10,44937856,44938377,+
CSS0043609,10,44946293,44948973,-
CSS0014042,10,45049182,45052452,-
CSS0035126,10,45114896,45125734,+
CSS0048780,10,45158593,45170964,+
CSS0002048,10,45226649,45253926,+
CSS0049119,10,45448857,45456062,-
CSS0043974,10,45464718,45469107,+
CSS0000415,10,45525545,45527089,-
CSS0047900,10,45529679,45573438,-
CSS0040479,10,45581311,45614466,+
CSS0020302,10,45618552,45619161,+
CSS0026502,10,45620428,45642742,-
CSS0008611,10,45813567,45828793,-
CSS0008273,10,45986381,46009600,+
CSS0013375,10,46051377,46054752,-
CSS0024119,10,46120244,46121458,+
CSS0014668,10,46121894,46152388,+
CSS0012755,10,46156911,46157302,+
CSS0003505,10,46161372,46178278,+
CSS0038889,10,46221287,46224671,-
CSS0013445,10,46258233,46273287,+
CSS0048053,10,46342683,46349589,-
CSS0017095,10,46379144,46379482,+
CSS0021335,10,46419234,46420887,-
CSS0016941,10,46697631,46698077,-
CSS0049700,10,46945928,46947692,-
CSS0012028,10,47001835,47012058,+
CSS0022209,10,47017806,47019149,-
CSS0026245,10,47087108,47089666,-
CSS0012999,10,47193307,47193678,-
CSS0013777,10,47431709,47433641,-
CSS0043518,10,47546737,47549962,-
CSS0003469,10,47577568,47580126,-
CSS0000447,10,47705321,47705911,+
CSS0013970,10,47850622,47851612,-
CSS0043270,10,47913080,47913658,-
CSS0014144,10,48536015,48540365,-
CSS0035769,10,48609131,48611299,+
CSS0006128,10,48647222,48652293,-
CSS0006186,10,48844329,48845117,+
CSS0005045,10,48941323,48942657,+
CSS0038300,10,49087549,49090108,+
CSS0025748,10,49487801,49488443,-
CSS0031486,10,49652060,49653713,-
CSS0012379,10,50002738,50004261,-
CSS0013684,10,50037601,50049722,+
CSS0022757,10,51132225,51134682,-
CSS0008205,10,51204160,51206887,-
CSS0048865,10,51207350,51210741,-
CSS0042896,10,51574790,51575370,+
CSS0028844,10,51747412,51750169,-
CSS0022347,10,51851076,51861369,+
CSS0002618,10,51925490,51936574,-
CSS0000901,10,52145412,52154748,-
CSS0047008,10,52194233,52202988,-
CSS0003472,10,52420133,52423557,-
CSS0013913,10,52574644,52583778,+
CSS0007116,10,52632527,52633141,+
CSS0009919,10,52644281,52645896,-
CSS0045284,10,52662112,52673354,-
CSS0019138,10,53481268,53485747,+
CSS0013438,10,53490081,53490925,+
CSS0050294,10,53735728,53745431,-
CSS0048776,10,53810435,53821428,-
CSS0004640,10,53867248,53867709,+
CSS0026443,10,54098764,54101143,+
CSS0017679,10,54793143,54794099,-
CSS0042578,10,55600927,55602062,-
CSS0046736,10,55785538,55785933,+
CSS0037200,10,56019559,56020139,+
CSS0045620,10,56064475,56064819,-
CSS0046969,10,56099626,56125155,-
CSS0013711,10,56389190,56390219,+
CSS0004550,10,56468721,56495248,-
CSS0046749,10,56573592,56573804,+
CSS0021863,10,56574322,56610121,+
CSS0012015,10,56651598,56682763,+
CSS0038417,10,56710775,56712982,-
CSS0033955,10,56731143,56731319,+
CSS0016922,10,56735134,56737126,-
CSS0048873,10,56742502,56745281,-
CSS0034198,10,56766677,56766934,-
CSS0029332,10,56852022,56853277,+
CSS0015369,10,56860354,56860707,+
CSS0033639,10,57007765,57012038,+
CSS0037762,10,57090727,57091338,+
CSS0004565,10,57134866,57139070,-
CSS0005069,10,57176575,57178410,+
CSS0037981,10,57179968,57186538,+
CSS0005110,10,57255677,57271988,+
CSS0029344,10,57518105,57531889,+
CSS0033118,10,57546160,57546972,+
CSS0013383,10,57950109,57951887,+
CSS0017635,10,58524640,58525083,+
CSS0022424,10,58559604,58560236,-
CSS0047328,10,58617775,58618637,-
CSS0031981,10,58645343,58683636,-
CSS0043380,10,58761683,58764481,-
CSS0006378,10,58803669,58803869,+
CSS0001122,10,59031095,59039115,+
CSS0011502,10,59056522,59070000,+
CSS0041770,10,59070541,59078041,-
CSS0023470,10,59120023,59128184,+
CSS0018194,10,59148513,59161845,+
CSS0031695,10,59162340,59170814,-
CSS0044904,10,59373917,59381714,+
CSS0044187,10,59421025,59422048,+
CSS0004074,10,59427176,59428270,-
CSS0021373,10,59440876,59442387,-
CSS0007870,10,59530156,59539840,+
CSS0005628,10,59566949,59567974,+
CSS0024915,10,59614053,59614530,-
CSS0009714,10,59628401,59631256,-
CSS0024078,10,59690820,59694063,-
CSS0001472,10,59702527,59712209,+
CSS0017566,10,59740619,59741646,+
CSS0042351,10,59797056,59799880,-
CSS0035060,10,59817972,59819236,-
CSS0038110,10,59942161,59943308,-
CSS0027271,10,59988956,60002650,-
CSS0008845,10,60036371,60037583,+
CSS0002736,10,60074491,60075181,+
CSS0026760,10,60232263,60232677,+
CSS0037454,10,60280732,60280929,+
CSS0028063,10,60323717,60338922,+
CSS0047673,10,60446947,60472665,-
CSS0049117,10,60533863,60551483,+
CSS0048262,10,60661606,60663843,-
CSS0012440,10,60733226,60733423,-
CSS0023943,10,60954024,60954488,+
CSS0026195,10,60980950,60981327,-
CSS0018912,10,61136509,61157248,+
CSS0048052,10,61147178,61147884,+
CSS0035658,10,61148235,61148930,+
CSS0012655,10,61152144,61153016,+
CSS0048712,10,61203297,61228963,+
CSS0013696,10,61275221,61290423,+
CSS0019812,10,61278479,61281028,+
CSS0011103,10,61313527,61321162,-
CSS0048715,10,61385959,61387712,-
CSS0025027,10,61430997,61467489,-
CSS0046604,10,61558734,61562168,+
CSS0023939,10,61570892,61571101,-
CSS0049208,10,61579123,61579323,+
CSS0014970,10,61580128,61584856,-
CSS0016918,10,61631215,61639856,+
CSS0048098,10,61690863,61750098,+
CSS0008921,10,61877138,61879412,+
CSS0034591,10,61918303,61919282,+
CSS0035332,10,61973302,61976105,+
CSS0007022,10,61987824,61988741,+
CSS0040807,10,62049264,62050683,-
CSS0021111,10,62215537,62217819,-
CSS0002728,10,62444495,62460123,+
CSS0048942,10,62473694,62474329,-
CSS0037067,10,62551554,62554322,+
CSS0033653,10,62571664,62572699,+
CSS0019841,10,62738809,62746453,+
CSS0046624,10,62904602,62906030,+
CSS0024440,10,62906084,62908520,+
CSS0001403,10,62920608,62924889,-
CSS0006315,10,62927499,62928032,+
CSS0008400,10,62940596,62942177,+
CSS0027580,10,63075933,63108805,-
CSS0041239,10,63117823,63118307,-
CSS0004658,10,63174374,63199026,+
CSS0011424,10,63208352,63209438,+
CSS0007167,10,63210248,63218818,+
CSS0043008,10,63294200,63294721,-
CSS0049589,10,63308558,63310211,+
CSS0035630,10,63417745,63450609,-
CSS0035598,10,63552292,63638008,-
CSS0050368,10,63648169,63649888,+
CSS0000832,10,63723659,63737511,+
CSS0007887,10,63742555,63742918,+
CSS0047051,10,63792664,63798618,-
CSS0005105,10,64227819,64229171,+
CSS0041526,10,64239841,64247013,-
CSS0007869,10,64422570,64452248,-
CSS0042426,10,64498822,64515821,-
CSS0023045,10,65771987,65772241,+
CSS0000743,10,65849685,65850177,+
CSS0045614,10,66050977,66054589,+
CSS0000058,10,66204431,66209129,+
CSS0040231,10,66245949,66256670,+
CSS0027905,10,66283329,66288676,-
CSS0005684,10,66399627,66402209,+
CSS0019127,10,66429578,66438448,+
CSS0039275,10,66456977,66485939,-
CSS0012154,10,66721057,66722310,+
CSS0000486,10,66890048,66963480,+
CSS0030067,10,67051058,67060750,-
CSS0040884,10,67123012,67124672,-
CSS0002887,10,67133720,67134067,-
CSS0030374,10,67207349,67207696,-
CSS0024696,10,67336090,67338727,-
CSS0029465,10,67384110,67395524,-
CSS0047763,10,67409699,67447454,-
CSS0038361,10,67492833,67493226,-
CSS0001128,10,67504083,67506245,-
CSS0037384,10,67507729,67546541,-
CSS0028250,10,67668627,67695932,+
CSS0017754,10,67815482,67831003,+
CSS0042190,10,67831406,67833618,-
CSS0036822,10,67865106,67865970,-
CSS0013119,10,67876135,67880256,-
CSS0048827,10,67890785,67897786,-
CSS0036069,10,67919089,67925304,+
CSS0027113,10,67999848,68007498,-
CSS0000840,10,68045736,68046194,+
CSS0030503,10,68126891,68133441,+
CSS0021641,10,68166345,68184354,-
CSS0007474,10,68203287,68208093,+
CSS0039838,10,68215137,68215325,-
CSS0047099,10,68217527,68217809,+
CSS0022526,10,68219129,68219332,+
CSS0011281,10,68224081,68225132,+
CSS0016640,10,68227789,68230532,+
CSS0017950,10,68234228,68236954,+
CSS0008043,10,68300439,68303687,+
CSS0029290,10,68428525,68428755,-
CSS0033167,10,68481081,68482741,-
CSS0031814,10,68492164,68492571,-
CSS0017578,10,68532618,68534793,-
CSS0016143,10,68634074,68644919,+
CSS0000452,10,68651500,68652378,+
CSS0025172,10,68656623,68656919,+
CSS0048906,10,68664144,68691597,-
CSS0029874,10,68769780,68773376,-
CSS0022110,10,68786748,68788482,-
CSS0041545,10,68808953,68814786,-
CSS0045454,10,68838431,68844475,-
CSS0041427,10,68987429,68987988,+
CSS0036182,10,69033594,69034503,-
CSS0033049,10,69087175,69088670,-
CSS0050399,10,69091526,69095491,-
CSS0029585,10,69100864,69104388,-
CSS0019601,10,69176190,69176780,-
CSS0021319,10,69295006,69295937,+
CSS0004304,10,69335536,69340462,+
CSS0044748,10,69346211,69347145,-
CSS0022460,10,69468586,69470085,-
CSS0010292,10,69533557,69534122,-
CSS0050191,10,69535742,69539001,-
CSS0003482,10,69540282,69541031,+
CSS0008350,10,69564151,69565614,+
CSS0003847,10,69576066,69587147,+
CSS0028754,10,69599783,69600704,+
CSS0002110,10,69636765,69638499,+
CSS0037935,10,69705874,69719679,+
CSS0018983,10,69720680,69729660,-
CSS0044257,10,69815683,69815928,+
CSS0021186,10,69838185,69839084,+
CSS0026911,10,69847998,69849955,-
CSS0016459,10,69868495,69869988,-
CSS0042320,10,69947914,69961431,-
CSS0043594,10,70007466,70007754,+
CSS0044825,10,70015815,70016203,-
CSS0015659,10,70017262,70021083,-
CSS0003395,10,70030488,70031055,-
CSS0008944,10,70061748,70062601,-
CSS0041892,10,70125893,70128988,-
CSS0037655,10,70139782,70140647,-
CSS0042270,10,70408076,70413238,+
CSS0038653,10,70633417,70634910,+
CSS0015799,10,70640782,70642375,+
CSS0043946,10,70656528,70658479,+
CSS0017385,10,70664279,70664845,-
CSS0035491,10,70708526,70708771,-
CSS0033806,10,70781451,70784493,+
CSS0008052,10,70807604,70809719,+
CSS0021852,10,70811253,70817921,-
CSS0042286,10,70883000,70884992,-
CSS0031781,10,70891946,70894813,-
CSS0042151,10,70898407,70927801,-
CSS0047495,10,71023989,71044598,-
CSS0033596,10,71069427,71121435,+
CSS0009313,10,71126681,71127252,+
CSS0011581,10,71127618,71127823,+
CSS0037077,10,71237420,71242427,+
CSS0029655,10,71255940,71257344,+
CSS0009505,10,71318298,71325743,-
CSS0038122,10,71329972,71330909,-
CSS0040608,10,71516738,71516980,+
CSS0008140,10,71535128,71535778,+
CSS0032906,10,71545409,71546140,+
CSS0045196,10,71599186,71603144,+
CSS0043715,10,71670979,71674651,+
CSS0039313,10,71688847,71692584,+
CSS0010472,10,71756008,71757249,-
CSS0011856,10,71796647,71797325,+
CSS0007616,10,71909323,71909533,+
CSS0025201,10,71910218,71911108,+
CSS0036239,10,71912606,71913687,+
CSS0012878,10,71916695,71917923,+
CSS0003861,10,71926308,71926995,+
CSS0008108,10,71935643,71939358,+
CSS0009053,10,72052408,72056578,-
CSS0004768,10,72058244,72064543,+
CSS0027659,10,72068466,72089573,-
CSS0004480,10,72194175,72198131,+
CSS0008516,10,72199201,72242899,-
CSS0042802,10,72477587,72480453,+
CSS0000338,10,72591382,72592116,+
CSS0024126,10,72766528,72772406,-
CSS0024178,10,72841230,72847542,+
CSS0017975,10,72850252,72862799,-
CSS0005160,10,72894085,72894344,+
CSS0018968,10,72894928,72899733,-
CSS0004115,10,72912140,72913352,-
CSS0000145,10,72925166,72926291,-
CSS0004883,10,72940687,72951886,-
CSS0013939,10,73025405,73027598,+
CSS0003299,10,73161186,73162286,-
CSS0025688,10,73506655,73518144,+
CSS0010629,10,73619159,73638999,-
CSS0046063,10,73732720,73733852,+
CSS0044157,10,73795585,73798591,-
CSS0041920,10,73839601,73845567,-
CSS0013193,10,73918514,73920795,-
CSS0020474,10,74730033,74756203,+
CSS0035302,10,74767145,74768962,+
CSS0048247,10,76651106,76653236,-
CSS0011252,10,76674041,76683483,-
CSS0037352,10,76694846,76695538,-
CSS0004547,10,77070505,77072334,+
CSS0049155,10,77096894,77098061,+
CSS0022731,10,77233973,77234374,-
CSS0017197,10,77283123,77284325,-
CSS0009413,10,77425148,77480700,-
CSS0036624,10,77606430,77615844,+
CSS0005977,10,77625995,77636771,-
CSS0049521,10,77647822,77648013,-
CSS0039485,10,77648545,77662689,-
CSS0025521,10,77696051,77696878,-
CSS0007531,10,77699343,77705036,-
CSS0000540,10,77727136,77728300,-
CSS0023260,10,77749352,77755084,+
CSS0009933,10,77757536,77758363,+
CSS0004792,10,77759231,77759422,+
CSS0020466,10,77793725,77804885,+
CSS0020309,10,77814523,77816983,-
CSS0005030,10,77821773,77822337,-
CSS0027658,10,78988178,78990732,-
CSS0039731,10,79084525,79084959,+
CSS0010480,10,79376341,79388737,+
CSS0029647,10,79425196,79429059,-
CSS0003815,10,79602684,79604062,+
CSS0028074,10,79607625,79609461,+
CSS0039782,10,79650356,79650589,-
CSS0028819,10,79745565,79745771,+
CSS0014611,10,80018019,80021559,-
CSS0023178,10,80323679,80325514,+
CSS0004841,10,80352235,80352468,-
CSS0026016,10,80692889,80693473,+
CSS0030841,10,80930617,80935598,+
CSS0043313,10,80957173,80957865,-
CSS0000039,10,81050731,81052875,-
CSS0039725,10,81144263,81149161,-
CSS0035330,10,81155439,81162222,+
CSS0032507,10,81162688,81164901,+
CSS0007716,10,81165068,81196474,+
CSS0046965,10,81209929,81213400,-
CSS0036487,10,81399226,81432703,+
CSS0010256,10,81526964,81527308,+
CSS0015105,10,81532571,81558907,+
CSS0001657,10,81563068,81563463,+
CSS0044361,10,81871597,81872207,-
CSS0000402,10,82230081,82232037,+
CSS0041423,10,82239966,82240921,+
CSS0023210,10,82566184,82567183,-
CSS0024425,10,82682385,82683278,-
CSS0041138,10,82698325,82700547,+
CSS0007988,10,82703659,82704898,-
CSS0013478,10,82787580,82791372,+
CSS0008502,10,82880437,82880989,-
CSS0027666,10,83029012,83043899,-
CSS0048336,10,83097242,83097823,+
CSS0041570,10,83097924,83098538,+
CSS0042009,10,83156980,83159364,+
CSS0021689,10,83160175,83189153,-
CSS0000953,10,83298158,83299131,-
CSS0046605,10,83569218,83570043,+
CSS0018959,10,83783866,83789105,-
CSS0003124,10,83791547,83799414,-
CSS0018693,10,83812210,83812692,-
CSS0016714,10,83817776,83820494,-
CSS0026343,10,83946447,83977733,+
CSS0029145,10,84005275,84012543,+
CSS0030687,10,84097564,84098256,+
CSS0048038,10,84341734,84352695,-
CSS0030492,10,84355817,84356331,-
CSS0012266,10,84357409,84360529,-
CSS0043412,10,84372375,84381767,-
CSS0034644,10,84388165,84390535,+
CSS0000042,10,84430162,84432999,+
CSS0010430,10,84454742,84456282,-
CSS0011044,10,84546886,84547957,+
CSS0036071,10,84581671,84583084,+
CSS0025768,10,84724371,84729340,-
CSS0018855,10,84822600,84823580,+
CSS0003331,10,84982664,84987243,-
CSS0026298,10,85176701,85181216,-
CSS0032505,10,85239611,85240323,-
CSS0049174,10,85253595,85256262,+
CSS0037351,10,85323291,85324180,-
CSS0032993,10,85479332,85496506,+
CSS0030884,10,85507710,85508658,+
CSS0014712,10,85517928,85522528,+
CSS0010120,10,85663798,85674320,+
CSS0040083,10,85834361,85848184,+
CSS0003934,10,86043410,86045362,+
CSS0033740,10,86392304,86395469,-
CSS0031455,10,86402943,86404041,+
CSS0019016,10,86597942,86603965,+
CSS0020574,10,86659009,86659989,+
CSS0017497,10,86690901,86695479,-
CSS0007061,10,86700366,86702333,-
CSS0033394,10,86750762,86761209,+
CSS0021916,10,86955877,86956940,-
CSS0026699,10,87078997,87080107,+
CSS0041003,10,87248820,87262722,+
CSS0006733,10,87275337,87283022,+
CSS0033542,10,87307847,87308946,-
CSS0009953,10,87336639,87337287,+
CSS0005517,10,87354375,87356901,-
CSS0036685,10,87379363,87391845,+
CSS0015242,10,87492310,87494390,-
CSS0043425,10,87498501,87506191,-
CSS0019033,10,87674171,87674797,-
CSS0017936,10,87674865,87681720,-
CSS0008416,10,87714211,87715653,-
CSS0034163,10,87715672,87716978,-
CSS0022594,10,87772749,87773867,-
CSS0004041,10,87803837,87806117,+
CSS0013473,10,87824010,87827138,-
CSS0048069,10,87827681,87829564,-
CSS0001003,10,87850099,87851724,+
CSS0036861,10,87855342,87856160,+
CSS0026496,10,87884740,87890218,+
CSS0012683,10,87941794,87949104,-
CSS0021519,10,87957547,87961525,+
CSS0040640,10,87973607,87977575,+
CSS0042318,10,88000620,88001950,-
CSS0005220,10,88008877,88012360,+
CSS0016850,10,88031355,88044648,-
CSS0004708,10,88061297,88063728,+
CSS0012342,10,88106014,88107343,-
CSS0017077,10,88111802,88115699,+
CSS0046399,10,88141745,88145921,+
CSS0045360,10,88152531,88161039,+
CSS0043158,10,88256751,88265719,+
CSS0014332,10,88312858,88360522,-
CSS0016881,10,88399897,88401816,+
CSS0002150,10,88552234,88554069,+
CSS0027067,10,88596034,88602792,-
CSS0005095,10,88652067,88654704,-
CSS0040732,10,88689979,88691856,-
CSS0008330,10,88714581,88716046,+
CSS0019460,10,88718758,88794005,-
CSS0036000,10,88791237,88792183,+
CSS0049411,10,88960338,88961039,+
CSS0014614,10,89047307,89060067,-
CSS0004683,10,89547962,89548461,+
CSS0033138,10,89554541,89557780,+
CSS0020416,10,89587371,89588846,-
CSS0038647,10,89659382,89667567,-
CSS0045256,10,89669392,89673397,-
CSS0030891,10,89681830,89683055,-
CSS0023903,10,89684418,89684835,-
CSS0011994,10,89686907,89687855,-
CSS0006664,10,89694766,89695343,-
CSS0030357,10,89697528,89698264,-
CSS0035414,10,89704658,89706113,-
CSS0004318,10,89713840,89714480,-
CSS0006607,10,89736992,89747737,-
CSS0044918,10,89795167,89797931,-
CSS0019306,10,89827554,89827917,+
CSS0029357,10,89856797,89862154,+
CSS0039558,10,89893170,89894213,+
CSS0041165,10,89924143,89924358,-
CSS0016733,10,89981779,89982631,-
CSS0045027,10,89989053,89991051,-
CSS0024908,10,90002607,90003179,-
CSS0004111,10,90067420,90067605,-
CSS0032832,10,90100272,90100457,+
CSS0027256,10,90118695,90120278,-
CSS0015786,10,90120338,90120541,+
CSS0015353,10,90281718,90296660,-
CSS0031559,10,90314704,90331185,+
CSS0036986,10,90418143,90418595,-
CSS0014047,10,90647472,90674441,+
CSS0045373,10,90694651,90696062,+
CSS0016535,10,90698175,90702341,+
CSS0009772,10,90705234,90705965,-
CSS0037287,10,90777052,90777381,+
CSS0042702,10,90823808,90826600,-
CSS0008647,10,91184774,91185736,+
CSS0001133,10,91599110,91610095,+
CSS0025777,10,91713318,91713873,-
CSS0020470,10,91836312,91836693,+
CSS0016769,10,92066152,92068512,+
CSS0023757,10,92732270,92732686,-
CSS0046006,10,93255072,93256820,+
CSS0019399,10,93336359,93339165,+
CSS0020249,10,93365793,93366773,+
CSS0037862,10,93706587,93715975,-
CSS0022941,10,94042321,94042815,-
CSS0050304,10,94158588,94160075,-
CSS0041546,10,94681078,94689467,+
CSS0012317,10,94709714,94712298,+
CSS0035308,10,94712609,94713810,+
CSS0042160,10,94757139,94757670,-
CSS0002054,10,94882419,94908359,-
CSS0012668,10,94926750,94944280,-
CSS0010850,10,95068554,95104782,-
CSS0049493,10,95269142,95272698,+
CSS0050437,10,95275281,95276531,+
CSS0034059,10,95278034,95285761,-
CSS0039573,10,95293023,95304889,-
CSS0030962,10,95336545,95337771,+
CSS0040940,10,95443468,95444154,-
CSS0019125,10,95448279,95450232,+
CSS0047919,10,95450275,95451559,+
CSS0013237,10,95454428,95454694,-
CSS0007762,10,95463486,95466542,-
CSS0042952,10,95848342,95849928,+
CSS0019725,10,95921187,95922776,+
CSS0000107,10,96006944,96008499,-
CSS0029119,10,96199759,96204975,-
CSS0026491,10,96358206,96363405,-
CSS0013052,10,96401843,96402076,-
CSS0031274,10,96433181,96436078,+
CSS0043737,10,96442753,96449873,-
CSS0050331,10,96712282,96720535,+
CSS0023055,10,96866328,96884942,+
CSS0017020,10,96998322,97003572,+
CSS0013738,10,97009491,97009805,-
CSS0031322,10,97035652,97041511,+
CSS0031495,10,97446895,97452992,-
CSS0015419,10,97485649,97490926,-
CSS0014393,10,97529032,97533891,-
CSS0024634,10,97584677,97585143,-
CSS0002051,10,97595474,97596192,-
CSS0028751,10,97609322,97610406,-
CSS0010158,10,97644041,97667600,-
CSS0026453,10,97764090,97765674,+
CSS0006417,10,97768917,97777888,+
CSS0031066,10,97778614,97780536,+
CSS0014862,10,97786129,97808702,-
CSS0010909,10,97826172,97826876,-
CSS0020415,10,97832697,97837779,-
CSS0000105,10,97882238,97893580,-
CSS0010395,10,97916104,97925401,+
CSS0000811,10,97962576,97963281,+
CSS0013673,10,97994698,98001481,+
CSS0020143,10,98022825,98027283,+
CSS0001556,10,98058071,98060696,+
CSS0010639,10,98087438,98088460,+
CSS0016393,10,98311098,98313555,-
CSS0012371,10,98392196,98395078,-
CSS0038892,10,98556968,98564758,+
CSS0036859,10,98583582,98586210,+
CSS0015848,10,98629771,98637460,+
CSS0021964,10,98640521,98641225,+
CSS0049809,10,98661164,98663158,+
CSS0031271,10,98689290,98689995,-
CSS0014106,10,98693070,98696916,-
CSS0005790,10,98759287,98774080,+
CSS0004829,10,98799393,98818425,-
CSS0005695,10,99009548,99039012,-
CSS0008085,10,99099709,99108063,+
CSS0003198,10,99110189,99111808,-
CSS0023377,10,99151227,99151955,-
CSS0019983,10,99281365,99283426,+
CSS0032936,10,99311458,99313519,+
CSS0042100,10,99317441,99331287,+
CSS0019220,10,99426450,99428526,+
CSS0012247,10,99444142,99463539,-
CSS0048889,10,99554153,99566639,+
CSS0050150,10,99574571,99586854,-
CSS0039810,10,99699872,99701277,+
CSS0042210,10,99959571,99963481,+
CSS0035748,10,100041547,100058464,+
CSS0025379,10,100097990,100098412,+
CSS0001577,10,100100879,100106740,-
CSS0037194,10,100293116,100294741,+
CSS0027807,10,100330467,100332106,+
CSS0023715,10,100373779,100375275,-
CSS0012989,10,100405081,100406589,-
CSS0024585,10,100503374,100505664,+
CSS0028660,10,101194125,101196154,-
CSS0044571,10,101360619,101361353,-
CSS0015882,10,101440249,101441952,-
CSS0011653,10,101481704,101484512,-
CSS0038601,10,101599907,101612652,-
CSS0009040,10,101712217,101715970,+
CSS0023622,10,101792373,101797728,+
CSS0011537,10,101888112,101889614,+
CSS0037433,10,101890347,101891161,+
CSS0015156,10,101957011,101958078,+
CSS0045836,10,102103705,102104519,-
CSS0028982,10,102105261,102106763,-
CSS0049468,10,102200502,102202008,+
CSS0008251,10,102479986,102483229,-
CSS0009947,10,102669248,102669595,+
CSS0045662,10,102946907,102947374,+
CSS0037295,10,103010117,103014765,-
CSS0018137,10,103014885,103015254,-
CSS0029841,10,103037529,103039025,-
CSS0002255,10,103220941,103222909,-
CSS0030515,10,103225884,103226228,+
CSS0001930,10,103226369,103227356,+
CSS0006202,10,103251886,103252326,-
CSS0003728,10,103261717,103262066,-
CSS0016699,10,103267345,103269483,-
CSS0013640,10,103294475,103294795,+
CSS0011134,10,103358073,103370283,+
CSS0024828,10,103372518,103394563,-
CSS0018510,10,103462614,103492507,-
CSS0036773,10,103477173,103482625,-
CSS0050154,10,103563440,103588369,+
CSS0004382,10,103590156,103613561,-
CSS0001828,10,103702849,103714125,+
CSS0035495,10,103819178,103821244,+
CSS0008799,10,103958366,103962755,-
CSS0004857,10,103978703,103981440,-
CSS0022041,10,103995505,103998337,-
CSS0016580,10,104156291,104158684,-
CSS0020847,10,104314689,104318292,-
CSS0042097,10,104342514,104346696,-
CSS0015274,10,104352288,104352727,+
CSS0045053,10,104353008,104356585,+
CSS0044077,10,104365064,104368100,-
CSS0028148,10,104482179,104487647,-
CSS0019488,10,104711663,104717380,-
CSS0043700,10,104898170,104900284,+
CSS0020395,10,104947183,104963929,+
CSS0026313,10,104968728,104969755,-
CSS0029455,10,104970764,104976789,-
CSS0046113,10,105143074,105144109,-
CSS0047501,10,105208825,105209157,-
CSS0039529,10,105337698,105338015,+
CSS0047195,10,105361667,105362654,-
CSS0008292,10,105447976,105449481,+
CSS0037008,10,105451432,105453809,+
